Brand,Fabric,Bust,Height,Hip,Length,Size
Nordstorm,Nylon,32.0,5.4,40.0,just right,8
Amazon,Cotton,32.0,5.2,40.358500998858446,slightly long,4
Amazon,Denim,34.0,5.4,37.0,slightly long,8
Amazon,Cotton,38.0,5.3,40.0,slightly long,12
Banana Republic,Cotton,34.0,5.8,36.0,slightly short,6
Nordstorm,Denim,36.0,5.9,43.0,just right,12
Macys,Cotton,36.0,5.2,43.0,slightly long,14
Banana Republic,Denim,36.0,5.5,40.358500998858446,slightly long,12
Nordstorm,Cotton,34.0,5.2,40.0,slightly long,10
Nordstorm,Cotton,36.0,5.1,38.0,just right,10
Macys,Denim,36.0,5.4,37.0,just right,10
Banana Republic,Nylon,32.0,5.2,35.0,slightly long,2
Nordstorm,Nylon,32.0,5.2,35.0,slightly long,2
Macys,Nylon,36.0,5.4,39.0,just right,10
Amazon,Crepe,36.0,5.9,34.0,just right,8
Banana Republic,Crepe,34.0,5.4,38.0,slightly long,10
Nordstorm,Nylon,32.0,5.9,35.0,just right,6
Macys,Crepe,34.0,5.5,38.0,just right,8
Nordstorm,Cotton,36.0,5.6,42.0,just right,17
Nordstorm,Crepe,36.0,5.4,41.0,slightly long,14
Banana Republic,Cotton,36.0,5.1,44.0,very long,17
Banana Republic,Silk,36.0,5.8,42.0,just right,14
Nordstorm,Denim,34.0,5.8,35.0,just right,10
Nordstorm,Nylon,35.972125253998854,5.8,42.0,slightly long,12
Nordstorm,Cotton,36.0,5.7,43.0,just right,17
Amazon,Crepe,36.0,5.6,42.0,just right,14
Nordstorm,Denim,34.0,5.4,34.0,slightly long,6
Banana Republic,Denim,36.0,5.8,44.0,just right,12
Banana Republic,Crepe,38.0,5.5,39.0,just right,14
Nordstorm,Silk,34.0,5.3,40.358500998858446,slightly long,4
Banana Republic,Nylon,36.0,5.3,40.0,just right,12
Nordstorm,Silk,36.0,5.9,40.358500998858446,just right,10
Amazon,Silk,36.0,5.8,41.0,just right,14
Banana Republic,Cotton,36.0,5.2,42.0,slightly long,14
Amazon,Denim,35.972125253998854,5.6,40.358500998858446,just right,17
Nordstorm,Nylon,36.0,5.8,40.358500998858446,just right,14
Macys,Nylon,40.0,5.9,45.0,slightly short,17
Banana Republic,Cotton,40.0,5.9,45.0,slightly short,17
Nordstorm,Crepe,32.0,5.1,32.0,slightly long,4
Amazon,Crepe,34.0,5.8,40.358500998858446,just right,8
Banana Republic,Cotton,36.0,5.5,40.0,just right,12
Banana Republic,Denim,34.0,5.2,33.0,just right,6
Banana Republic,Denim,35.972125253998854,5.6,40.358500998858446,just right,6
Banana Republic,Crepe,32.0,5.4,37.0,slightly long,6
Banana Republic,Cotton,34.0,5.2,36.0,slightly long,6
Amazon,Nylon,34.0,5.7,36.0,just right,12
Macys,Silk,36.0,5.1,42.0,just right,12
Nordstorm,Crepe,34.0,5.6,34.0,just right,12
Amazon,Nylon,30.0,5.3,38.0,very long,8
Banana Republic,Nylon,36.0,5.8,38.0,just right,14
Nordstorm,Silk,36.0,5.8,42.0,just right,14
Banana Republic,Cotton,36.0,5.5,39.0,just right,10
Nordstorm,Crepe,34.0,5.2,40.358500998858446,very long,10
Nordstorm,Denim,32.0,5.2,35.0,slightly long,2
Nordstorm,Denim,34.0,5.4,40.358500998858446,just right,4
Amazon,Crepe,34.0,5.7,39.0,just right,10
Macys,Cotton,36.0,5.6,46.0,just right,17
Amazon,Silk,34.0,5.3,30.0,just right,6
Banana Republic,Silk,34.0,5.8,35.0,just right,10
Amazon,Denim,35.972125253998854,5.0,40.358500998858446,slightly long,10
Macys,Denim,34.0,5.1,41.0,slightly long,10
Banana Republic,Denim,36.0,5.1,40.0,slightly long,10
Banana Republic,Cotton,36.0,6.0,45.0,very short,17
Macys,Silk,32.0,5.6,38.0,just right,4
Amazon,Crepe,35.972125253998854,5.2,40.358500998858446,slightly long,6
Banana Republic,Silk,36.0,5.4,42.0,slightly long,17
Amazon,Silk,36.0,5.2,32.0,slightly long,8
Amazon,Nylon,34.0,5.5,38.0,slightly long,14
Macys,Cotton,36.0,5.6,40.358500998858446,just right,17
Nordstorm,Crepe,34.0,5.4,38.0,just right,8
Nordstorm,Cotton,30.0,5.7,38.0,just right,8
Amazon,Denim,34.0,5.0,40.358500998858446,slightly long,4
Macys,Crepe,36.0,5.3,40.358500998858446,slightly long,10
Macys,Denim,34.0,5.0,33.0,slightly long,6
Banana Republic,Silk,36.0,5.3,36.0,slightly long,10
Amazon,Denim,32.0,5.4,34.0,slightly long,2
Macys,Nylon,36.0,5.11,39.0,just right,14
Amazon,Cotton,34.0,5.6,35.0,just right,6
Banana Republic,Crepe,36.0,5.4,35.0,just right,12
Amazon,Silk,38.0,5.4,44.0,very long,12
Nordstorm,Cotton,34.0,5.8,40.0,just right,17
Banana Republic,Cotton,36.0,5.4,38.0,just right,10
Nordstorm,Silk,34.0,5.9,37.0,just right,12
Banana Republic,Denim,40.0,5.7,47.0,just right,17
Amazon,Crepe,34.0,5.7,33.0,slightly short,6
Macys,Nylon,38.0,5.4,42.0,slightly long,17
Nordstorm,Denim,34.0,5.6,32.0,just right,8
Nordstorm,Denim,32.0,5.9,36.0,just right,4
Banana Republic,Cotton,34.0,5.6,37.0,just right,6
Banana Republic,Cotton,36.0,5.2,40.358500998858446,slightly long,17
Macys,Silk,38.0,5.4,43.0,slightly long,14
Macys,Crepe,34.0,5.4,38.0,just right,8
Amazon,Cotton,36.0,5.7,37.0,just right,10
Amazon,Denim,38.0,5.2,45.0,slightly long,14
Amazon,Crepe,34.0,5.4,39.0,slightly long,12
Banana Republic,Crepe,35.972125253998854,5.6,40.358500998858446,just right,2
Amazon,Cotton,34.0,5.8,41.0,just right,8
Banana Republic,Silk,38.0,5.6,40.358500998858446,slightly long,17
Banana Republic,Silk,34.0,5.1,36.0,just right,8
Nordstorm,Crepe,34.0,5.4,40.358500998858446,just right,10
Banana Republic,Crepe,34.0,5.3,40.358500998858446,just right,4
Nordstorm,Silk,36.0,5.5,38.0,slightly long,12
Macys,Silk,34.0,5.5,40.358500998858446,just right,8
Amazon,Nylon,36.0,5.1,40.0,very long,17
Nordstorm,Nylon,30.0,5.9,37.0,slightly long,2
Macys,Denim,34.0,5.8,40.0,just right,6
Nordstorm,Crepe,34.0,5.2,41.0,very long,10
Amazon,Cotton,34.0,5.8,35.0,just right,10
Macys,Crepe,32.0,5.1,39.0,just right,12
Amazon,Crepe,34.0,5.7,36.0,just right,14
Banana Republic,Crepe,34.0,5.6,43.0,slightly long,12
Banana Republic,Crepe,34.0,5.5,38.0,slightly long,14
Banana Republic,Cotton,34.0,5.6,36.0,just right,12
Macys,Nylon,34.0,5.4,45.0,just right,17
Macys,Nylon,36.0,5.7,38.0,just right,8
Macys,Nylon,32.0,5.4,34.0,very long,4
Macys,Silk,34.0,5.1,38.0,just right,14
Amazon,Crepe,32.0,5.3,35.0,slightly long,6
Macys,Cotton,36.0,5.4,38.0,slightly long,8
Amazon,Cotton,38.0,5.5,35.0,slightly long,17
Banana Republic,Cotton,34.0,5.6,39.0,just right,12
Nordstorm,Cotton,34.0,5.1,36.0,just right,10
Banana Republic,Denim,35.972125253998854,5.0,40.358500998858446,just right,12
Macys,Nylon,36.0,5.6,38.0,slightly long,12
Macys,Silk,34.0,5.8,41.0,just right,10
Amazon,Denim,32.0,5.4,40.358500998858446,very long,4
Amazon,Cotton,34.0,5.2,40.0,slightly long,4
Nordstorm,Cotton,34.0,5.5,32.0,slightly short,10
Macys,Crepe,36.0,5.6,43.0,slightly long,17
Amazon,Denim,34.0,6.0,32.0,just right,10
Macys,Denim,38.0,5.5,44.0,very long,12
Nordstorm,Crepe,38.0,5.5,44.0,very long,12
Banana Republic,Crepe,38.0,5.6,39.0,just right,14
Banana Republic,Crepe,34.0,5.5,42.0,very long,12
Amazon,Denim,34.0,5.2,40.358500998858446,just right,10
Amazon,Nylon,34.0,5.8,40.358500998858446,slightly long,10
Amazon,Silk,38.0,5.7,40.358500998858446,slightly long,17
Macys,Denim,35.972125253998854,5.6,40.358500998858446,just right,10
Nordstorm,Nylon,34.0,5.5,36.0,just right,8
Amazon,Denim,36.0,5.8,44.0,just right,12
Amazon,Denim,36.0,5.3,40.0,slightly long,10
Amazon,Crepe,36.0,5.5,43.0,slightly long,14
Banana Republic,Silk,36.0,5.6,45.0,just right,14
Macys,Denim,36.0,5.4,45.0,slightly long,14
Nordstorm,Nylon,36.0,5.2,40.0,just right,12
Macys,Silk,36.0,5.7,40.0,just right,17
Banana Republic,Cotton,32.0,5.8,34.0,just right,6
Amazon,Denim,34.0,5.8,38.0,just right,17
Banana Republic,Silk,38.0,5.7,42.0,very long,14
Amazon,Nylon,35.972125253998854,5.9,40.358500998858446,just right,6
Nordstorm,Cotton,36.0,5.6,44.0,just right,17
Macys,Silk,36.0,6.0,44.0,just right,12
Macys,Cotton,36.0,5.8,45.0,slightly long,17
Banana Republic,Denim,36.0,5.1,38.0,slightly long,10
Amazon,Cotton,35.972125253998854,5.6,40.358500998858446,just right,12
Macys,Silk,36.0,5.9,40.0,just right,14
Nordstorm,Denim,34.0,5.7,36.0,slightly long,8
Amazon,Denim,32.0,5.9,40.0,just right,17
Macys,Denim,34.0,5.6,35.0,just right,6
Amazon,Silk,32.0,5.1,40.358500998858446,just right,1
Macys,Crepe,34.0,5.2,39.0,slightly long,4
Nordstorm,Nylon,36.0,5.6,42.0,just right,14
Macys,Nylon,34.0,5.7,40.358500998858446,slightly long,14
Amazon,Nylon,34.0,5.3,40.0,just right,12
Banana Republic,Crepe,36.0,5.6,36.0,just right,17
Banana Republic,Silk,34.0,5.9,38.0,just right,10
Macys,Nylon,38.0,5.2,41.0,slightly long,17
Banana Republic,Denim,34.0,5.7,40.0,just right,10
Macys,Crepe,34.0,6.0,40.358500998858446,just right,14
Banana Republic,Denim,32.0,5.4,32.0,just right,4
Banana Republic,Denim,32.0,5.4,37.0,just right,10
Macys,Cotton,32.0,5.6,40.0,just right,10
Amazon,Nylon,34.0,5.8,40.358500998858446,slightly long,14
Nordstorm,Silk,35.972125253998854,5.6,40.358500998858446,slightly long,14
Macys,Crepe,34.0,5.1,40.358500998858446,just right,8
Amazon,Nylon,36.0,5.1,44.0,slightly long,17
Nordstorm,Crepe,35.972125253998854,5.5,40.358500998858446,slightly long,12
Nordstorm,Cotton,38.0,5.5,44.0,just right,17
Amazon,Silk,34.0,5.8,39.0,just right,12
Amazon,Cotton,34.0,5.7,41.0,just right,14
Macys,Silk,36.0,5.9,40.358500998858446,slightly long,12
Macys,Crepe,35.972125253998854,5.1,40.358500998858446,just right,14
Macys,Denim,32.0,6.0,40.358500998858446,just right,14
Banana Republic,Crepe,34.0,5.5,40.358500998858446,slightly long,8
Macys,Nylon,36.0,5.1,40.358500998858446,just right,10
Macys,Denim,34.0,5.7,41.0,slightly long,14
Amazon,Cotton,36.0,5.5,41.0,slightly long,10
Banana Republic,Crepe,34.0,5.4,39.0,slightly long,8
Nordstorm,Silk,38.0,5.1,40.358500998858446,just right,14
Nordstorm,Cotton,36.0,5.6,40.0,just right,12
Macys,Silk,34.0,5.8,40.358500998858446,just right,12
Amazon,Nylon,36.0,5.7,39.0,very long,17
Amazon,Silk,34.0,5.6,40.358500998858446,slightly long,10
Banana Republic,Cotton,34.0,5.11,39.0,just right,12
Banana Republic,Cotton,34.0,5.1,40.358500998858446,slightly long,10
Banana Republic,Silk,36.0,5.3,41.0,just right,12
Macys,Denim,34.0,5.4,38.0,just right,10
Banana Republic,Silk,34.0,5.6,42.0,just right,17
Banana Republic,Nylon,36.0,5.1,39.0,slightly long,12
Banana Republic,Nylon,36.0,5.5,37.0,slightly long,12
Banana Republic,Crepe,32.0,5.7,45.0,slightly long,17
Macys,Denim,34.0,5.4,36.0,just right,4
Macys,Silk,34.0,5.7,40.358500998858446,slightly long,8
Macys,Denim,36.0,5.6,33.0,very long,4
Amazon,Cotton,34.0,5.7,35.0,just right,10
Nordstorm,Denim,36.0,5.3,42.0,very long,14
Nordstorm,Denim,34.0,5.3,40.358500998858446,slightly long,14
Macys,Silk,38.0,5.4,44.0,slightly long,14
Nordstorm,Silk,36.0,5.5,45.0,slightly long,17
Macys,Cotton,36.0,5.3,41.0,slightly long,14
Amazon,Nylon,34.0,5.4,41.0,just right,14
Banana Republic,Denim,34.0,5.7,36.0,just right,4
Banana Republic,Nylon,32.0,5.0,30.0,very long,1
Nordstorm,Silk,36.0,5.4,40.358500998858446,just right,12
Nordstorm,Nylon,32.0,5.11,41.0,slightly long,12
Nordstorm,Silk,35.972125253998854,5.3,40.358500998858446,slightly long,12
Banana Republic,Silk,34.0,5.2,40.358500998858446,very long,10
Macys,Denim,34.0,5.6,38.0,slightly long,12
Nordstorm,Cotton,34.0,5.6,38.0,slightly long,12
Banana Republic,Silk,34.0,5.6,35.0,just right,6
Banana Republic,Crepe,35.972125253998854,5.6,40.358500998858446,slightly long,14
Macys,Denim,38.0,5.9,42.0,just right,17
Macys,Crepe,35.972125253998854,5.8,40.358500998858446,very long,10
Macys,Cotton,34.0,5.4,38.0,slightly long,8
Nordstorm,Silk,32.0,5.7,37.0,just right,6
Nordstorm,Silk,32.0,5.2,37.0,slightly long,4
Nordstorm,Cotton,36.0,5.6,34.0,very long,12
Macys,Silk,36.0,5.6,39.0,just right,10
Macys,Cotton,34.0,5.7,40.0,slightly long,12
Nordstorm,Denim,38.0,5.6,45.0,just right,17
Amazon,Crepe,32.0,5.5,39.0,just right,10
Amazon,Crepe,34.0,5.6,38.0,slightly long,12
Banana Republic,Cotton,36.0,5.4,36.0,very long,8
Banana Republic,Silk,35.972125253998854,5.8,40.358500998858446,just right,14
Macys,Silk,38.0,5.1,35.0,just right,14
Banana Republic,Cotton,32.0,5.4,33.0,just right,6
Amazon,Nylon,36.0,5.8,41.0,just right,14
Banana Republic,Denim,36.0,5.1,40.358500998858446,just right,14
Banana Republic,Cotton,36.0,5.4,36.0,slightly long,8
Macys,Silk,36.0,5.1,40.358500998858446,very long,14
Banana Republic,Silk,32.0,5.7,32.0,just right,6
Banana Republic,Cotton,36.0,5.6,35.0,slightly long,12
Amazon,Denim,36.0,5.5,40.0,just right,12
Amazon,Cotton,36.0,5.4,38.0,slightly long,14
Amazon,Silk,35.972125253998854,5.6,30.0,just right,8
Amazon,Nylon,36.0,5.6,36.0,just right,10
Nordstorm,Crepe,36.0,5.7,40.358500998858446,slightly long,14
Amazon,Crepe,38.0,5.6,43.0,just right,17
Amazon,Cotton,34.0,5.0,39.0,slightly long,8
Macys,Denim,36.0,5.8,40.358500998858446,slightly long,17
Amazon,Nylon,38.0,5.1,40.358500998858446,very long,17
Nordstorm,Crepe,36.0,5.1,40.358500998858446,very long,8
Nordstorm,Nylon,34.0,5.3,44.0,slightly long,14
Macys,Cotton,34.0,5.1,40.358500998858446,very long,2
Banana Republic,Crepe,34.0,5.6,34.0,slightly long,6
Amazon,Cotton,38.0,5.9,43.0,slightly long,14
Nordstorm,Cotton,34.0,5.7,40.358500998858446,very long,10
Nordstorm,Cotton,36.0,5.1,40.0,slightly short,17
Banana Republic,Denim,38.0,5.6,38.0,just right,14
Macys,Cotton,34.0,5.9,35.0,just right,10
Macys,Silk,34.0,5.7,35.0,just right,2
Macys,Cotton,36.0,5.7,40.358500998858446,just right,14
Macys,Nylon,32.0,5.7,40.358500998858446,slightly long,10
Macys,Cotton,32.0,5.5,36.0,just right,8
Nordstorm,Cotton,36.0,5.3,40.0,slightly long,12
Macys,Crepe,34.0,5.2,35.0,very long,12
Nordstorm,Silk,36.0,5.4,40.0,slightly long,12
Amazon,Cotton,34.0,5.4,38.0,just right,10
Macys,Silk,36.0,5.7,43.0,just right,10
Nordstorm,Silk,30.0,5.3,36.0,just right,4
Macys,Cotton,36.0,5.5,39.0,just right,17
Nordstorm,Cotton,32.0,5.5,43.0,slightly long,10
Amazon,Crepe,32.0,5.3,40.358500998858446,slightly long,4
Macys,Crepe,34.0,5.8,37.0,just right,12
Banana Republic,Crepe,34.0,5.4,35.0,just right,10
Nordstorm,Nylon,38.0,5.3,41.0,just right,12
Banana Republic,Denim,34.0,5.6,39.0,very long,12
Amazon,Nylon,34.0,5.4,40.358500998858446,just right,4
Nordstorm,Nylon,32.0,5.8,36.0,just right,6
Macys,Crepe,38.0,5.7,45.0,slightly long,17
Macys,Crepe,36.0,5.4,40.358500998858446,slightly long,14
Nordstorm,Crepe,32.0,5.4,40.358500998858446,just right,6
Banana Republic,Nylon,34.0,5.1,33.0,slightly long,8
Banana Republic,Nylon,32.0,5.3,41.0,slightly long,12
Amazon,Cotton,32.0,5.3,40.0,just right,17
Macys,Cotton,34.0,5.11,40.0,just right,10
Amazon,Crepe,34.0,5.8,39.0,just right,8
Macys,Denim,35.972125253998854,5.7,36.0,just right,8
Nordstorm,Silk,34.0,5.6,35.0,just right,4
Amazon,Cotton,36.0,5.6,39.0,just right,12
Amazon,Crepe,36.0,5.4,39.0,just right,12
Macys,Crepe,38.0,5.9,35.0,slightly short,10
Banana Republic,Crepe,34.0,5.8,37.0,slightly long,10
Banana Republic,Denim,38.0,5.9,30.0,just right,17
Amazon,Denim,34.0,5.7,36.0,slightly long,10
Nordstorm,Denim,34.0,5.7,40.358500998858446,just right,14
Banana Republic,Crepe,34.0,5.7,40.358500998858446,just right,14
Macys,Nylon,34.0,5.6,38.0,just right,10
Nordstorm,Cotton,36.0,5.2,38.0,slightly long,12
Banana Republic,Cotton,36.0,5.7,40.358500998858446,just right,17
Nordstorm,Denim,34.0,5.6,38.0,just right,10
Banana Republic,Denim,38.0,5.7,44.0,just right,14
Banana Republic,Nylon,34.0,5.7,45.0,just right,14
Banana Republic,Denim,34.0,5.6,38.0,just right,10
Amazon,Silk,36.0,5.5,40.358500998858446,slightly long,10
Macys,Nylon,34.0,5.3,37.0,slightly long,10
Nordstorm,Cotton,32.0,5.2,40.358500998858446,just right,1
Banana Republic,Silk,36.0,5.5,35.0,very long,12
Banana Republic,Nylon,36.0,5.7,36.0,slightly long,10
Nordstorm,Denim,35.972125253998854,5.6,40.358500998858446,slightly long,12
Banana Republic,Cotton,38.0,5.7,41.0,just right,17
Nordstorm,Cotton,36.0,5.2,39.0,just right,12
Banana Republic,Silk,36.0,5.2,37.0,just right,8
Nordstorm,Crepe,36.0,5.6,37.0,just right,6
Macys,Crepe,34.0,5.6,43.0,slightly long,14
Banana Republic,Nylon,32.0,5.1,35.0,just right,4
Banana Republic,Crepe,32.0,5.1,34.0,just right,6
Nordstorm,Denim,32.0,5.3,40.0,just right,12
Banana Republic,Silk,30.0,5.4,40.0,slightly long,10
Banana Republic,Nylon,34.0,5.3,39.0,very long,10
Amazon,Silk,34.0,5.5,38.0,slightly long,8
Amazon,Nylon,34.0,5.6,35.0,just right,6
Banana Republic,Nylon,32.0,5.4,40.0,slightly long,12
Banana Republic,Silk,36.0,5.1,43.0,slightly short,14
Macys,Nylon,34.0,5.11,35.0,slightly short,14
Amazon,Crepe,34.0,5.3,39.0,slightly long,12
Banana Republic,Nylon,34.0,5.5,40.0,slightly long,12
Amazon,Crepe,34.0,5.7,36.0,just right,8
Macys,Nylon,36.0,5.6,44.0,just right,17
Amazon,Nylon,34.0,5.5,40.358500998858446,just right,4
Nordstorm,Denim,34.0,5.4,41.0,just right,12
Banana Republic,Cotton,40.0,5.6,52.0,just right,17
Nordstorm,Cotton,34.0,5.6,37.0,slightly long,14
Nordstorm,Nylon,32.0,5.3,40.0,just right,10
Banana Republic,Cotton,32.0,5.0,34.0,slightly long,4
Amazon,Silk,30.0,5.2,30.0,very long,4
Banana Republic,Cotton,34.0,5.8,42.0,very long,12
Nordstorm,Silk,34.0,5.9,40.0,slightly long,10
Amazon,Crepe,34.0,5.1,38.0,just right,14
Banana Republic,Cotton,34.0,5.5,39.0,just right,10
Macys,Cotton,34.0,5.7,38.0,just right,8
Banana Republic,Silk,32.0,5.3,40.358500998858446,just right,4
Macys,Crepe,36.0,5.5,30.0,slightly long,10
Nordstorm,Nylon,36.0,5.8,39.0,just right,17
Banana Republic,Crepe,34.0,5.2,40.358500998858446,slightly long,10
Macys,Cotton,34.0,5.3,40.358500998858446,slightly long,10
Banana Republic,Nylon,36.0,4.11,42.0,slightly long,14
Macys,Nylon,34.0,5.4,40.0,very long,12
Macys,Crepe,34.0,5.1,41.0,just right,12
Amazon,Silk,34.0,5.6,34.0,just right,8
Nordstorm,Denim,38.0,5.6,40.0,just right,14
Macys,Denim,38.0,5.5,37.0,just right,12
Macys,Crepe,35.972125253998854,5.6,40.358500998858446,just right,10
Nordstorm,Silk,32.0,5.2,40.358500998858446,just right,8
Banana Republic,Nylon,32.0,5.6,39.0,just right,8
Amazon,Denim,34.0,5.7,38.0,just right,12
Banana Republic,Silk,36.0,5.7,40.358500998858446,just right,12
Banana Republic,Nylon,36.0,5.9,41.0,slightly long,12
Banana Republic,Denim,34.0,5.2,36.0,slightly long,8
Amazon,Silk,36.0,5.9,41.0,just right,14
Nordstorm,Cotton,34.0,5.4,39.0,slightly long,12
Amazon,Nylon,40.0,5.6,40.0,just right,10
Amazon,Denim,35.972125253998854,5.6,40.0,just right,12
Amazon,Nylon,35.972125253998854,5.1,40.358500998858446,just right,12
Nordstorm,Silk,40.0,5.6,40.0,just right,17
Nordstorm,Cotton,34.0,5.3,40.358500998858446,very long,8
Banana Republic,Nylon,34.0,5.6,40.358500998858446,just right,8
Nordstorm,Denim,36.0,5.11,39.0,slightly long,14
Banana Republic,Silk,36.0,5.7,39.0,slightly long,12
Macys,Cotton,34.0,5.3,37.0,slightly long,10
Amazon,Crepe,32.0,5.8,39.0,just right,10
Nordstorm,Nylon,32.0,5.5,36.0,just right,8
Nordstorm,Crepe,36.0,5.5,40.358500998858446,just right,8
Nordstorm,Cotton,36.0,5.7,44.0,just right,14
Amazon,Crepe,34.0,5.0,36.0,slightly long,14
Macys,Silk,36.0,5.9,38.0,just right,12
Macys,Crepe,38.0,5.1,45.0,slightly long,17
Banana Republic,Denim,32.0,5.5,40.358500998858446,just right,12
Banana Republic,Cotton,34.0,5.7,39.0,just right,10
Nordstorm,Denim,34.0,5.7,39.0,just right,10
Banana Republic,Cotton,34.0,5.8,43.0,just right,14
Banana Republic,Cotton,36.0,5.8,43.0,just right,14
Nordstorm,Silk,36.0,5.4,45.0,slightly long,17
Banana Republic,Nylon,36.0,5.11,42.0,just right,14
Nordstorm,Denim,32.0,5.4,40.0,just right,8
Banana Republic,Silk,38.0,5.4,40.358500998858446,just right,17
Nordstorm,Denim,34.0,5.3,40.358500998858446,slightly long,8
Macys,Cotton,36.0,5.3,36.0,just right,12
Macys,Nylon,36.0,5.6,38.0,slightly long,10
Banana Republic,Cotton,38.0,5.4,43.0,just right,17
Amazon,Denim,34.0,5.8,40.358500998858446,just right,12
Amazon,Cotton,36.0,5.4,39.0,just right,12
Banana Republic,Nylon,38.0,5.8,44.0,just right,17
Amazon,Cotton,34.0,5.8,41.0,slightly long,14
Amazon,Crepe,32.0,5.4,40.358500998858446,slightly long,8
Amazon,Crepe,36.0,5.8,40.358500998858446,just right,10
Nordstorm,Nylon,34.0,5.6,33.0,slightly short,10
Macys,Nylon,32.0,5.5,38.0,just right,14
Banana Republic,Cotton,36.0,5.5,42.0,slightly long,12
Banana Republic,Crepe,36.0,5.2,38.0,very long,12
Nordstorm,Silk,34.0,5.4,40.358500998858446,just right,2
Banana Republic,Nylon,36.0,5.6,40.358500998858446,just right,8
Nordstorm,Crepe,36.0,6.0,40.0,just right,17
Nordstorm,Silk,34.0,5.7,32.0,slightly long,12
Nordstorm,Denim,32.0,5.7,34.0,just right,4
Amazon,Cotton,32.0,5.5,35.0,very long,4
Amazon,Crepe,34.0,5.2,43.0,very long,17
Nordstorm,Nylon,34.0,5.7,40.358500998858446,just right,12
Banana Republic,Crepe,36.0,5.4,40.0,slightly long,12
Nordstorm,Crepe,32.0,5.3,39.0,slightly long,12
Nordstorm,Silk,36.0,5.6,41.0,slightly long,12
Banana Republic,Nylon,32.0,5.6,38.0,just right,8
Amazon,Crepe,34.0,5.7,36.0,just right,6
Macys,Silk,35.972125253998854,5.8,40.358500998858446,slightly long,10
Banana Republic,Denim,32.0,5.4,33.0,just right,4
Amazon,Denim,34.0,5.9,36.0,slightly short,10
Banana Republic,Crepe,32.0,5.5,40.358500998858446,just right,8
Amazon,Crepe,36.0,5.7,42.0,just right,14
Amazon,Nylon,36.0,5.7,42.0,slightly long,14
Nordstorm,Cotton,36.0,5.3,37.0,slightly long,10
Amazon,Denim,40.0,5.7,42.0,just right,17
Amazon,Cotton,34.0,5.8,40.0,just right,12
Amazon,Silk,32.0,5.3,35.0,slightly long,8
Nordstorm,Cotton,36.0,5.5,40.358500998858446,just right,14
Nordstorm,Denim,38.0,5.3,40.358500998858446,just right,8
Nordstorm,Silk,34.0,5.6,40.358500998858446,just right,4
Banana Republic,Cotton,35.972125253998854,5.7,40.358500998858446,just right,10
Macys,Crepe,32.0,5.5,50.0,just right,17
Banana Republic,Nylon,36.0,5.6,41.0,just right,14
Nordstorm,Crepe,35.972125253998854,5.6,40.0,just right,12
Banana Republic,Silk,36.0,5.1,36.0,just right,10
Banana Republic,Silk,38.0,5.8,41.0,slightly long,14
Nordstorm,Cotton,35.972125253998854,5.6,41.0,slightly long,14
Nordstorm,Nylon,34.0,5.2,36.0,slightly long,6
Nordstorm,Denim,36.0,5.11,40.0,just right,14
Macys,Cotton,34.0,5.11,42.0,just right,14
Macys,Cotton,38.0,5.4,40.358500998858446,just right,10
Amazon,Silk,32.0,5.9,35.0,just right,8
Nordstorm,Cotton,32.0,5.2,33.0,slightly long,2
Banana Republic,Denim,34.0,5.6,40.358500998858446,just right,10
Macys,Silk,36.0,5.0,43.0,just right,12
Nordstorm,Cotton,36.0,5.1,40.358500998858446,just right,17
Amazon,Nylon,34.0,5.0,35.0,just right,6
Macys,Denim,34.0,5.2,40.358500998858446,slightly long,6
Amazon,Nylon,36.0,5.4,47.0,very long,17
Amazon,Crepe,34.0,5.6,40.0,slightly long,14
Nordstorm,Denim,32.0,5.2,34.0,slightly long,4
Macys,Nylon,34.0,5.8,38.0,slightly long,8
Amazon,Silk,35.972125253998854,5.7,39.0,just right,12
Amazon,Crepe,36.0,5.6,35.0,slightly long,10
Macys,Denim,38.0,5.7,44.0,just right,17
Amazon,Nylon,32.0,5.2,35.0,slightly long,4
Amazon,Cotton,40.0,5.5,35.0,just right,17
Nordstorm,Cotton,34.0,5.9,37.0,just right,10
Amazon,Denim,40.0,5.3,41.0,very long,14
Nordstorm,Cotton,38.0,5.5,40.358500998858446,slightly long,14
Banana Republic,Cotton,34.0,5.6,40.0,slightly long,14
Nordstorm,Silk,32.0,5.5,36.0,slightly long,12
Macys,Cotton,32.0,5.4,40.358500998858446,very long,4
Amazon,Crepe,35.972125253998854,5.6,42.0,just right,12
Amazon,Crepe,34.0,5.6,41.0,slightly long,12
Nordstorm,Cotton,36.0,5.3,40.358500998858446,slightly long,14
Amazon,Nylon,35.972125253998854,5.6,40.358500998858446,just right,6
Macys,Cotton,35.972125253998854,5.3,40.0,just right,12
Nordstorm,Silk,35.972125253998854,5.4,40.358500998858446,just right,10
Macys,Crepe,34.0,6.0,40.0,just right,14
Macys,Silk,34.0,5.6,38.0,just right,12
Amazon,Nylon,36.0,5.7,39.0,just right,12
Macys,Nylon,34.0,5.9,35.0,just right,8
Banana Republic,Nylon,36.0,5.4,40.358500998858446,just right,4
Banana Republic,Denim,32.0,5.6,35.0,very long,14
Banana Republic,Cotton,36.0,5.8,40.358500998858446,just right,10
Nordstorm,Silk,32.0,5.6,40.358500998858446,just right,6
Macys,Denim,36.0,5.6,41.0,slightly long,10
Nordstorm,Silk,34.0,5.3,38.0,slightly long,10
